"Insample","time","variable","j0","A1","A2","A3","A4","A5","A6"
1,30,3,-0.0785498225013891,0,0.753463230396929,0.172511640234739,0,0,0
1,30,4,0.00260103233050277,0.275821137106749,-0.22493331687491,0.450853640461028,0.261458299918237,0.250865467132311,-0.0191804908649675
1,30,5,0.000614881294946856,0,0,0,0.290719342900776,0.424806658121489,0
1,30,6,-0.0023310104088452,0,0,0,0,0.472467410351936,0.444661699198667
1,31,1,0.00624521671800976,0.246372054335759,0.933811874776046,0,0,0,0
1,31,2,0.0186674501327216,0.40110777232184,0.499726128784275,0,0,0,0
1,31,3,-0.0587284739286968,0,0.745196342032147,0.165647278452278,0,0,0
1,31,4,0.00428100434578273,0,-0.154859390752714,0.568526379230117,0.0790511611926701,0.16951347367601,0.178475650148166
1,31,5,0.00663228527207346,0,0,0,0.904263107627489,0.137706307679621,0
1,31,6,-0.00442076313373888,0,0,0,0,0.44801952466984,0.470371637644707
1,32,1,-0.00149166584646153,0.273283021823202,0.620376919834545,0.110179403929935,0,-0.102245982925067,0
1,32,2,0.000362708732376621,0.486008416824691,0.215017466487403,0.175703559765619,0,0,0
1,32,3,-0.0643989705044785,0,0.750999035191432,0.163689866143574,0,0,0
1,32,4,0.00364592719947878,0,-0.316939889488081,0.795313728233027,-0.0584764416238174,0.354234855479839,0
1,32,5,0.00247504546160769,-0.0543842482426761,0,0.0199778171611429,0.607592219122423,0.265650160978023,0
1,32,6,-0.00214267679715852,0,0,0,0.142666197044851,0.212748907088221,0.48212675950473
1,33,1,-0.00063841668357785,0.179189244830831,0.728161635623434,0.110902344286468,-0.0268173992045621,-0.105136835505792,0.0262981161128855
1,33,2,0.013209993843336,0.482485799942601,0.407880848983242,0.092131418237531,0,0,0
1,33,3,-0.0930667346710968,0,0.766070777634227,0.180235626563082,0,0,0
1,33,4,0.0012664021624549,0,-0.215126269143069,0.787157250757837,0.244442995937509,0,0
1,33,5,0.000855044311194173,-0.0619215389897277,-0.339780273736246,0,1.55511266990049,0.417471559616476,-0.58425375263834
1,33,6,0.000771879839890723,-0.0064459802448385,0,0.146409585844187,0.207680109411423,0.146258443319769,0.546227425375973
1,34,1,0.00133757347862296,-0.383825763707133,1.12479462412766,0,0,0,0
1,34,2,0.0135518035459389,0.552301504079587,0.0472373451298465,0.337573644378531,0,0.117800727344196,0
1,34,3,-0.0922486257337546,0,0.769140225236151,0.150824975601316,0,0,0
1,34,4,-0.00194933694663971,0.157027222636928,-0.572199452141874,0.475723297792001,0.284848699373619,0.360421366941597,0
1,34,5,-0.00111083870613701,0,-0.393268648393759,0,1.3666572572485,0.378636335162203,-0.634493548836252
1,34,6,-0.0054687921768559,0,-0.070987381922027,0.166772604636715,0.495499522626413,0.413949545686657,-0.114675440115746
1,35,1,0.0132449307297985,0.639119922659052,0.945799649327995,0,0,0,0
1,35,2,0.037760781695193,0.4169923011803,0.546122542831967,0,0,0,0
1,35,3,-0.0720038773392912,0,0.769395649687525,0.157294506799591,0,0,0
1,35,4,-0.00192933212185124,-0.554224882823936,0,0.135945056182404,0.17218100009722,0,0
1,35,5,-0.000726785831547665,-0.392382913290891,0,0,0.701122598696634,0.0554598946298918,0
1,35,6,-0.00265280087037304,-0.0618086064486408,0,0.359352530964758,0,0.389361910581132,0.326611906101
1,36,1,-0.00143914793068306,0.166993728469837,0.84122311143191,0,0,0,0
1,36,2,0.00531117917675789,0.400982968410556,0.440606336623974,0,0,0,0
1,36,3,-0.0557193838860236,0,0.752263293538154,0.129168315078778,0,0.0859262889355296,0
1,36,4,-0.00204556649674697,-0.507757998030719,0,0.94448023545054,-0.0420052177039871,0.272341184108409,-0.0383799758479924
1,36,5,-0.00144362523974283,-0.322971250611756,0,0,0.835132034820579,0.20239970777832,0
1,36,6,0.0021224428583742,0,0,3.30005027558331e-07,0,0,0.584011440018302
1,37,1,-0.0191538365558089,0.316918954967276,0.0920094982660684,0,0,0,0
1,37,2,-0.00476561577854719,0.473169279147033,0.0183182098452392,0.294158114554544,0,0,0
1,37,3,-0.0610576368497874,0,0.763470934865904,0.159406715649251,0,0,0
1,37,4,6.58973398992846e-05,0,-0.0592684860042661,0.537761492682565,0.152714898289142,0.0252387256733473,-0.0170478085508399
1,37,5,0.00046652731502757,-0.260081992532009,0,0,0.955354390088339,0.22893878496596,0
1,37,6,0.000544412981425765,0,0,0,0,0.0371231186762748,0.880283773012624
1,38,1,0.0016126108612485,0.297645755125366,0.804955257926433,0,0,-0.0724639925986234,0
1,38,2,0.0181220342161324,0.49173107132055,0.444548773273278,0,0,0,0
1,38,3,-0.052086606198012,0,0.752858498654551,0.155153209387753,0,0,0
1,38,4,-0.000864257481392572,0,-0.0974166163699009,0.280070331631025,0.253600911143795,0.270699558652006,0
1,38,5,-0.00171019917395942,0,0,0,0.776983309218972,-0.0317602008878141,0
1,38,6,-0.00331489042780327,-0.0221854500947053,0,0,0.174564484683438,0.292896683168834,0.34197069047961
1,39,1,-0.00625390825253252,0.364798988964621,0.540614004903042,0,0,-0.0620558930223012,0
1,39,2,0.00472302522066215,0.601443173598278,0.331247777740669,0,0,0,0
1,39,3,-0.0758791996929095,0,0.771481706530828,0.176720547654115,0,0,0
1,39,4,0.00230822673431366,0,0,0.731440628448635,0.195668844588605,0.0134203743736944,0
1,39,5,-0.00202021363641447,0,0,0,7.61812436286936e-06,0.634736693292585,0
1,39,6,-0.00398406905245055,0,0,0,0,0.469072145209693,0.443746962717043
